PROGRAM_ID;PARAMETER;START_YEAR;END_YEAR;METHOD;METHOD_DESCRIPTION
LTM_ALTM;ANC;2010;2014;EPA AERP 05;Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. 
LTM_ALTM;AL_IM;2010;2014;McAvoy et al. 1992;Calculation. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_ALTM;AL_MON;2010;2014;McAvoy et al. 1992;Automated PCV. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_ALTM;AL_ORG;2010;2014;McAvoy et al. 1992;Automated PCV. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_ALTM;AL_TD;2010;2014;McAvoy et al. 1992;GFAAS. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_ALTM;ORGION;2010;2014;Unknown;Unknown
LTM_ALTM;PH_FLD;2010;2014;Unknown;Unknown
LTM_ALTM;WTEMP;2010;2014;Unknown;Unknown
LTM_ALTM;COLOR_TRU;2010;2014;Unknown;Unknown
LTM_ALTM;DIC;2010;2014;Unknown;Unknown
LTM_ALTM;DOC;2010;2014;Unknown;Unknown
LTM_ALTM;COND;2010;2017;EPA 120.1, 2510 B;YSI @ 25C. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;CA;2010;2017;EPA 215.1, 3111 B;"AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American
Water Works Association, and Water Pollution Control Federation, 1992-2005."
LTM_ALTM;MG;2010;2017;EPA 242.1, 3111 B;AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;K;2010;2017;EPA 258.1, 3111 B;AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;Inconnu;2010;2017;EPA 273.1, 3111 B;AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;NO3;2010;2017;EPA 300.0, 4110 B;Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.
LTM_ALTM;F;2010;2017;EPA 300.0, 4110 B;Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.
LTM_ALTM;CL;2010;2017;EPA 300.0, 4110 B;Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.
LTM_ALTM;SO4;2010;2017;EPA 300.0, 4110 B;Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.
LTM_ALTM;NH4;2010;2017;EPA 350.1, 4500-NH3 G;Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.
LTM_ALTM;P_TL;2010;2017;EPA 365.3, 4500-P I;Block Digest Flow Inject. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;SIO2;2010;2017;EPA 366.0, 4500-SiO2 E;Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;DIC;2010;2017;EPA 415.1, 5310 C;UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;DOC;2010;2017;EPA 415.1, 5310 C;UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;CHL_A;2010;2017;EPA 445.0, 10200H;Flourometery. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. 
LTM_ALTM;PH_LAB;2010;2017;EPA AERP 05;Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. 
LTM_ALTM;PH_EQ;2010;2017;EPA AERP 05;278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. 
LTM_ALTM;ANC;2010;2017;EPA AERP 05;Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. 
LTM_ALTM;AL_MON;2010;2017;McAvoy et al. 1992;Automated PCV. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_ALTM;AL_ORG;2010;2017;McAvoy et al. 1992;Automated PCV. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_ALTM;AL_TD;2010;2017;McAvoy et al. 1992;GFAAS. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_ALTM;COLOR_TRU;2010;2017;Unknown;Unknown
LTM_ALTM;ORGION;2010;2017;Unknown;Unknown
LTM_ALTM;PH_FLD;2010;2017;Unknown;Unknown
LTM_ALTM;WTEMP;2010;2017;Unknown;Unknown
LTM_ME;COLOR_TRU;2010;2011;EPA 110.2;Spectrophotometer, 457.5 nm. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;COND;2010;2011;EPA 120.1, EPA 23.0;Wheatstone bridge. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Handbook of Methods for Acid Deposition Studies:  Laboratory Analysis For Surface Water Chemistry, EPA 600/4-87-026, 1987.
LTM_ME;AL_TD;2010;2011;EPA 200.9;AAS with graphite furnace. Methods for the Determination of Metals in Environmental Samples, EPA 600/4-91/010, 1991, Supplement 1, EPA 600/R-94/111, 1994.
LTM_ME;SIO2;2010;2011;EPA 22.0, Bran & Luebbe 785-86T;"Autoanalyzer. Handbook of Methods for Acid Deposition Studies:  Laboratory Analysis For Surface Water Chemistry, EPA 600/4-87-026, 1987. Bran and Luebbe, 1986.  Ammonium in water and wastewater, method 780-86T; silicates in water and wastewater, method 785-86T.  Technicon Industrial Systems Corp., Elsford, NY."
LTM_ME;SO4;2010;2011;EPA 300.1;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;CL;2010;2011;EPA 300.1;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;NO3;2010;2011;EPA 300.1;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;DOC;2010;2011;EPA 415.1;High Temp. combustion, NDIR. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;PH_EQ;2010;2011;Hillman et al 1986, EPA 19.0;Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Handbook of Methods for Acid Deposition Studies:  Laboratory Analysis For Surface Water Chemistry, EPA 600/4-87-026, 1987.
LTM_ME;PH_LAB;2010;2011;Hillman et al 1986, EPA 5.0;Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Handbook of Methods for Acid Deposition Studies:  Laboratory Analysis For Surface Water Chemistry, EPA 600/4-87-026, 1987.
LTM_ME;ANC;2010;2011;Hillman et al 1986, EPA 5.0;Gran Titration. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Handbook of Methods for Acid Deposition Studies:  Laboratory Analysis For Surface Water Chemistry, EPA 600/4-87-026, 1987.
LTM_ME;AL_ORG;2010;2011;Unknown;Unknown
LTM_ME;CA;2010;2011;Unknown;Ion chromatography.
LTM_ME;COLOR_APP;2010;2011;Unknown;Unknown
LTM_ME;DIC;2010;2011;Unknown;Unknown
LTM_ME;K;2010;2011;Unknown;Ion chromatography.
LTM_ME;MG;2010;2011;Unknown;Ion chromatography.
LTM_ME;Inconnu;2010;2011;Unknown;Ion chromatography.
LTM_ME;N_TD;2010;2011;Unknown;High Temp. combustion, CLD.
LTM_ME;PH_STVL;2010;2011;Unknown;Unknown
LTM_ME;P_TL;2010;2011;Unknown;Unknown
LTM_ME;TURB;2010;2011;Unknown;Unknown
LTM_ME;WTEMP;2010;2011;Unknown;Unknown
LTM_ME;CA;2012;2017;AN141;Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.
LTM_ME;K;2012;2017;AN141;Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.
LTM_ME;MG;2012;2017;AN141;Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.
LTM_ME;Inconnu;2012;2017;AN141;Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.
LTM_ME;COLOR_APP;2012;2017;EPA 110.2;Hach Color comparator wheel. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;COND;2012;2017;EPA 120.1;Electrode. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;AL_TD;2012;2017;EPA 200.7;ICP-AES. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;AL_ORG;2012;2017;EPA 200.7;ICP-AES. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;CL;2012;2017;EPA 300.0;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;NO3;2012;2017;EPA 300.0;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;SO4;2012;2017;EPA 300.0;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;P_TL;2012;2017;EPA 365.4;"Acid persulfate digestion; Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983."
LTM_ME;SIO2;2012;2017;EPA 370.1;Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;DOC;2012;2017;EPA 415.1;"High temperature combustion; IR Spectrophotometry. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983."
LTM_ME;DIC;2012;2017;EPA 415.1;"High temperature combustion; IR Spectrophotometry. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983."
LTM_ME;PH_LAB;2012;2017;Hillman et al 1986, EPA 150.1;Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;ANC;2012;2017;Hillman et al 1986, EPA 150.1;Electrode, gran titration. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;PH_EQ;2012;2017;Hillman et al 1986, EPA 150.1;Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;N_TD;2012;2017;Merriam et al. 1996;"High temperature combustion; Chemi-luminescence detection. Merriam, J., McDowell, W. H. & Currie, W. S. 1996. A high-temperature catalytic oxidation technique for determining total dissolved nitrogen. Soil Science Society of America Journal, 60, 1050-1055."
LTM_ME;COLOR_TRU;2012;2017;Unknown;Unknown
LTM_ME;PH_STVL;2012;2017;Unknown;Unknown
LTM_ME;TURB;2012;2017;Unknown;Unknown
LTM_ME;WTEMP;2012;2017;Unknown;Unknown
LTM_ALTM;AL_IM;2015;2017;McAvoy et al. 1992;Calculation. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
LTM_VT;SIO2;2015;2008,43083;APHA , 2005 4500-SiO₂F;APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.
LTM_VT;COND;2015;2008,43083;APHA 2510B;APHA. 2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.
LTM_VT;PH_STVL;2015;2008,43083;APHA 4500-HB;APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.
LTM_VT;WTEMP;2015;2008,43083;APHA, 1998 Section 2550B;APHA. 1998. Standard methods for the examinatino of water and wastewater, 20th edition. American Public Health Association, American Water Works Association, Water Environment Federation, Washington D.C.
LTM_VT;COLOR_APP;2015;2008,43083;APHA, 2005 2120B;APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.
LTM_VT;COLOR_TRU;2015;2008,43083;Black and Christman, 1963;Black, A.P. and R.F. Christman. 1963. Characteristics of colored surface waters. Jour. AWWA, June 1963. 
LTM_VT;ANC;2015;2008,43083;Pfeiffer and Festa, 1980 ;Pfeiffer, M. and P.J. Festa. 1980. Acidity status of lakes in the Adirondack Region of New York in relation to fish resource. NY DEC.
LTM_VT;DOC;2015;2008,43083;USEPA, 1982. Method 415.2;"Test Method - Organic Carbon, Total (low level) (UV promoted, persulfate oxidation) – Method 415.2. US
Environmental Protection Agency, Environmental Monitoring and Support Laboratory (Research and
Development), Cincinnati OH, Dec. 1982."
LTM_VT;PH_FLD;2015;2008,43083;USEPA, 1983 Method 150.1;USEPA. 1983. Methods for chemical analysis of water and wastes. EPA-600/4-79-020.
LTM_VT;AL_MON;2015;2008,43083;USEPA, 1987 Section 14.0, Peden et al, 1989;"USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water
chemistry . EPA-600/4-87-026. Peden, M.E., Amankwah, S.A., Keller B.J., Krug, E.C. and Jacqueline M. Peden, 1989. Evaluation of aluminum
speciation using synthetic and natural samples – final report: Champaign, Ill., Illinois State Water Survey Contract
Report 463."
LTM_VT;AL_ORG;2015;2008,43083;USEPA, 1987 Section 14.0, Peden et al, 1989;"USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water
chemistry . EPA-600/4-87-026. Peden, M.E., Amankwah, S.A., Keller B.J., Krug, E.C. and Jacqueline M. Peden, 1989. Evaluation of aluminum
speciation using synthetic and natural samples – final report: Champaign, Ill., Illinois State Water Survey Contract
Report 463."
LTM_VT;SECCHI;2015;2008,43083;USEPA, 1989 Method 11.0;USEPA. 1989. Handbook of methods for acid deposition studies. Field methods for surface water studies. EPA-600/4-89-020.
LTM_VT;SO4;2015;2008,43083;USEPA, 1993 Method 300.0;USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100
LTM_VT;CL;2015;2008,43083;USEPA, 1993 Method 300.0;USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100
LTM_VT;NO3;2015;2008,43083;USEPA, 1993 Method 300.0;USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100
LTM_VT;AL_TL;2015;2008,43083;USEPA, 2007 Method 6010C;USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).
LTM_VT;CA;2015;2008,43083;USEPA, 2007 Method 6020A;USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).
LTM_VT;MG;2015;2008,43083;USEPA, 2007 Method 6020A;USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).
LTM_VT;Inconnu;2015;2008,43083;USEPA, 2007 Method 6020A;USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).
LTM_VT;K;2015;2008,43083;USEPA, 2007 Method 6020A;USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).
LTM_VT;PH_EQ;2015;2008,43083;USEPA. 1987 Section 5.5.3;USEPA. 1987. Handbook of methods for acid depostion studies. Laboratory analyses for surface waters chemistry. EPA-600/4-87-026.
LTM_VT;AL_TD;2015;2008,43083;Unknown;Unknown
LTM_VT;P_TL;2015;2008,43083;Unknown;Unknown
VTSSS;SIO2;2015;2008,43083;APHA 2005;Method 4500. APHA. 2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.
VTSSS;COND;2015;2008,43083;APHA 2005;APHA. 2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.
VTSSS;PH_LAB;2015;2008,43083;EPA 1987;USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. 
VTSSS;ANC;2015;2008,43083;EPA 1987, Gran 1952;USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. Gran, G. 1952 Determination of the equivalence point in potentiometric titrations. Part 2. Analyst 77:661-671.
VTSSS;NO3;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;NH4;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;CA;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;CL;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;K;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;SO4;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;MG;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;Inconnu;2015;2008,43083;EPA 300.1;Dionex ICS 3000. USEPA. 1997. Methods for the Determination of Organic and Inorganic Compounds in Drinking Water, Volume 1 (EPA/815-R-00-014).
VTSSS;DOC;2015;2008,43083;EPA 415.3 ;EPA/600/R-05-055. Determination of Total Organic Carbon and Specific UV Absorbance at 254nm in Source Water and Drinking Water.
VTSSS;AL_MON;2015;2008,43083;McAvoy et al. 1992;Pyrocatechol violet method. McAvoy, D.C., Santore, R.C., Shosa, J.D. and Driscoll, C.T. (1992) A comparison between pyrocatechol violet and 8- hydroxyquinoline procedures for determining aluminum fractions. Soil Sci. Soc. Am, J. 56: 449-455.
VTSSS;AL_ORG;2015;2008,43083;Unknown;Unknown
VTSSS;WTEMP;2015;2008,43083;Unknown;Unknown
LTM_ALTM;PH_LAB;2018;2008,43083;EPA 1987 sec 20;280ppm CO2, unstirred.
LTM_ALTM;COND;2018;2008,43083;EPA 1987 sec 23;Electrometric.
LTM_ALTM;ANC;2018;2008,43083;EPA 1987 sec 5.0;Automated Gran titration.
LTM_ALTM;PH_EQ;2018;2008,43083;EPA 1987 sec 5.0;Open, unstirred.
LTM_ALTM;Inconnu;2018;2008,43083;EPA 200.7 rev 4.4;ICP-AES.
LTM_ALTM;MG;2018;2008,43083;EPA 200.7 rev 4.4;ICP-AES.
LTM_ALTM;K;2018;2008,43083;EPA 200.7 rev 4.4;ICP-AES.
LTM_ALTM;CA;2018;2008,43083;EPA 200.7 rev 4.4;ICP-AES.
LTM_ALTM;AL_TD;2018;2008,43083;EPA 200.7 rev 4.4;ICP-AES.
LTM_ALTM;SIO2;2018;2008,43083;EPA 200.7 rev 4.4;ICP-AES.
LTM_ALTM;CL;2018;2008,43083;EPA 300.0 rev 2.1;Ion Chromatography. 
LTM_ALTM;NO3;2018;2008,43083;EPA 300.0 rev 2.1;Ion Chromatography. 
LTM_ALTM;SO4;2018;2008,43083;EPA 300.0 rev 2.1;Ion Chromatography. 
LTM_ALTM;NH4;2018;2008,43083;EPA 350.1 rev 2.0;ICP-AES.
LTM_ALTM;DIC;2018;2008,43083;EPA 415.2;UV/Oxidation.
LTM_ALTM;DOC;2018;2008,43083;EPA 415.2;UV/Persulfate Oxidation.
LTM_ALTM;AL_MON;2018;2008,43083;Lachat Instruments 10-113-33-1-A;Colorimetric, PVC.
LTM_ALTM;AL_ORG;2018;2008,43083;Lachat Instruments 10-113-33-1-B;Colorimetric, PVC.
LTM_ALTM;AL_IM;2018;2008,43083;Unknown;Unknown
LTM_ALTM;CHL_A;2018;2008,43083;Unknown;Unknown
LTM_ALTM;COLOR_TRU;2018;2008,43083;Unknown;Unknown
LTM_ALTM;F;2018;2008,43083;Unknown;Unknown
LTM_ALTM;ORGION;2018;2008,43083;Unknown;Unknown
LTM_ALTM;PH_FLD;2018;2008,43083;Unknown;Unknown
LTM_ALTM;P_TL;2018;2008,43083;Unknown;Unknown
LTM_ALTM;WTEMP;2018;2008,43083;Unknown;Unknown
LTM_ME;N_TD;2018;2008,43083;ASTM D5176;"High temperature combustion; Chemi-luminescence detection. Merriam, J., McDowell, W. H. & Currie, W. S. 1996. A high-temperature catalytic oxidation technique for determining total dissolved nitrogen. Soil Science Society of America Journal, 60, 1050-1055"
LTM_ME;MG;2018;2008,43083;ASTM D6919-09;"Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by
Ion Chromatography Using the IonPac CS16 Column."
LTM_ME;CA;2018;2008,43083;ASTM D6919-09;"Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by
Ion Chromatography Using the IonPac CS16 Column."
LTM_ME;Inconnu;2018;2008,43083;ASTM D6919-09;"Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by
Ion Chromatography Using the IonPac CS16 Column."
LTM_ME;K;2018;2008,43083;ASTM D6919-09;"Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by
Ion Chromatography Using the IonPac CS16 Column."
LTM_ME;COLOR_APP;2018;2008,43083;EPA 110.2;Hach Color comparator wheel. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;COND;2018;2008,43083;EPA 120.1;Electrode. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;AL_ORG;2018;2008,43083;EPA 200.7;ICP-AES. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;AL_TD;2018;2008,43083;EPA 200.7;ICP-AES. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;SO4;2018;2008,43083;EPA 300.0;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;NO3;2018;2008,43083;EPA 300.0;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;CL;2018;2008,43083;EPA 300.0;Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.
LTM_ME;P_TL;2018;2008,43083;EPA 365.4;"In-line UV digestion; Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983."
